device_id,timestamp,temperature,humidity,precipitation_accumulated,wind_speed,wind_gust,wind_direction,illuminance,solar_irradiance,fo_uv,uv_index,precipitation_rate,pressure,model,name,utc_datetime,cell_id,lat,lon,rn
593b07c0-5050-11ed-960f-d7d4cf200cc9,1706486512000,1.02153061,47.0,740.5122167,0.41503215,1.30470232,146.0,4.0,0.02,1.0,0.0,3.64,1030.1182062,WS1000,Wonderful Seafoam Barometric,2024-01-29 00:01:42,87194a7a3ffffff,55.28134536743164,69.77480325753714,7
a0a7a210-511f-11ed-960b-b351f0b0cc44,1706486448000,-3.281858369,95.0,202.3981085,2.3683e-05,0.511629689,26.0,2672.0,4.55,522.0,0.0,0.87,1016.2569279,WS1000,Curly Tomato Climate,2024-01-29 00:00:51,872888b9affffff,35.81985831260681,46.97315612538756,3
7cc0cfc0-d8d4-11ec-960f-d7d4cf200cc9,1706486448000,9.42757305,76.0,357.4268739,0.230229789,1.458459664,133.0,5264.0,12.72,1.0,0.0,0.12,1014.0632004,WS1000,Rich Sandstone Duststorm,2024-01-29 00:01:03,87194dc42ffffff,44.933907985687256,-66.45199390466476,5
f57b6290-5124-11ed-960b-b351f0b0cc44,1706486528000,-6.665637301,73.0,857.5142529,0.940108685,2.237944036,82.0,0.0,0.01,0.0,0.0,4.38,1020.6910697,WS1000,Old Magnolia Rainstorm,2024-01-29 00:01:23,8729a1d21ffffff,49.193798303604126,99.24775516597299,8
e5b61e70-4e88-11ed-960f-d7d4cf200cc9,1706486448000,10.504761938,24.0,376.2471182,0.015190448,0.629349831,239.0,901545.0,797.39,15126.0,0.0,0.45,978.0956463,WS1000,Narrow Mercurial Sunrise,2024-01-29 00:01:12,87ad368daffffff,48.7096004486084,-101.80998208774712,5
77548ea0-4f58-11ed-9972-4f669f2d96bd,1706486496000,25.786990247,93.0,3974.7155107,0.0051592,0.581281662,59.0,360956.0,536.02,46370.0,0.0,4.82,1026.5063404,WS1000,Nice Sapphire Altocumulus,2024-01-29 00:00:30,871f8e6c6ffffff,43.893436431884766,-103.81913864809327,7
7a9798d0-1dcd-11ed-960f-d7d4cf200cc9,1706486528000,12.722171282,52.0,692.8353814,6.757754329,8.361082703,24.0,931.0,2.58,55.0,0.0,4.34,1014.6729466,WS1000,Flaky Pewter Easterlies,2024-01-29 00:00:49,871f8d051ffffff,45.30932664871216,25.909795139692818,8
06756c60-1c7a-11ed-960f-d7d4cf200cc9,1706486512000,5.359570377,21.0,190.6900454,0.085851825,0.581952255,47.0,328614.0,225.17,14839.0,0.0,2.51,990.6227572,WS1000,Nutty Currant Condensation,2024-01-29 00:01:09,871fa199dffffff,50.12662386894226,-119.90412297947447,8
0ae952e0-1ddb-11ed-960b-b351f0b0cc44,1706486496000,1.629907237,71.0,812.0736832,0.00024448,0.513052854,16.0,76671.0,76.26,1032.0,0.0,0.54,1015.7833652,WS1000,Fun Midnight Easterlies,2024-01-29 00:00:43,8728d16ceffffff,48.43697810173035,91.90547585547512,7
1d7777a0-5122-11ed-960b-b351f0b0cc44,1706486544000,10.206780428,99.0,17.6144818,3.488546996,5.53493614,105.0,4466.0,10.95,20.0,0.0,1.86,994.1514114,WS1000,Melted Brick Twister,2024-01-29 00:01:44,870981c49ffffff,25.86450982093811,-40.03340038132643,10
66d63fc0-1d11-11ed-960b-b351f0b0cc44,1706486400000,22.625512855,90.0,938.1665124,0.106426806,0.636742222,247.0,1472367.0,2327.81,50045.0,0.0,1.8,1033.0968107,WS1000,Stable Zaffre Firestorm,2024-01-29 00:00:00,872b98668ffffff,32.326175928115845,-36.28901048102662,1
b0579420-d822-11ec-90b0-4f669f2d96bd,1706486416000,5.616770824,29.0,351.4011133,3.062820541,4.411463079,124.0,0.0,0.02,63.0,0.0,0.08,1000.06486,WS1000,Beautiful Stone Water,2024-01-29 00:00:28,872a100ecffffff,33.31743860244751,46.6079593232501,2
227ffda0-1c78-11ed-960b-b351f0b0cc44,1706486496000,0.625648347,93.0,2526.5711194,3.094295486,2.468032329,300.0,39.0,0.11,1412.0,0.0,1.54,1009.0871963,WS1000,Dazzling Chartreuse Temperature,2024-01-29 00:00:48,871f8d4e1ffffff,52.100056648254395,31.386179753026425,5
830d1290-1c8a-11ed-9972-4f669f2d96bd,1706486448000,4.485225584,97.0,1224.217794,0.017325997,0.796719862,98.0,2847.0,3.0,12.0,0.0,0.43,969.4021413,WS1000,Sharp Pearl Feet,2024-01-29 00:00:00,8728f0118ffffff,36.59644675254822,34.52854361008954,3
1ca10a80-1d3d-11ed-9972-4f669f2d96bd,1706486448000,3.555844467,73.0,799.6724887,0.041908341,0.691116674,324.0,10920.0,10.61,485.0,0.0,4.89,1011.4070385,WS1000,Tall Beige Hectopascal,2024-01-29 00:00:29,872640469ffffff,54.21746039390564,-59.352187342256386,4
be2c0110-1de3-11ed-9972-4f669f2d96bd,1706486544000,4.076443683,99.0,182.8601859,2.228767881,3.767536479,37.0,15.0,0.09,0.0,0.0,3.04,982.3533657,WS1000,Mammoth Iris Climatology,2024-01-29 00:02:00,871969985ffffff,49.10203218460083,31.88160276266322,10
bf238940-1d5b-11ed-9972-4f669f2d96bd,1706486496000,19.620163491,86.0,110.7760547,0.990964208,4.32543999,173.0,200792.0,151.57,339.0,0.0,0.94,1003.4445701,WS1000,Lucky Amber Cold,2024-01-29 00:01:11,8708d6c81ffffff,41.44343566894531,-109.9876442545592,7
900b0290-1e24-11ed-960f-d7d4cf200cc9,1706486480000,-1.234685618,93.0,1471.5054868,2.578558952,2.249460593,222.0,4.0,0.1,3.0,0.0,1.93,925.9142789,WS1000,Scrawny Indigo Horizon,2024-01-29 00:01:10,87195ca19ffffff,45.448198080062866,-52.62507872630195,6
ad79ff20-d8b0-11ec-960f-d7d4cf200cc9,1706486416000,2.678476104,83.0,252.5404102,0.002738756,0.893977197,267.0,349.0,0.76,1.0,0.0,0.51,1006.1975709,WS1000,Rough Yellow Tornado,2024-01-29 00:00:00,871e50800ffffff,50.978883504867554,-2.1180146439624536,2
18ee95a0-d838-11ec-960f-d7d4cf200cc9,1706486400000,8.753034572,75.0,1879.462744,0.316513909,1.156693718,146.0,4672.0,10.33,846.0,0.0,2.9,972.5375352,WS1000,Quaint Basil Frost,2024-01-29 00:00:00,87444c32bffffff,43.04630160331726,15.83509643514796,1
ef42d220-d8a5-11ec-a651-5fda0296159f,1706486432000,13.207818448,87.0,1531.1631932,0.876640295,2.927777012,356.0,217404.0,286.32,48248.0,0.0,0.05,1033.139215,WS1000,Muggy Lilac Evaporation,2024-01-29 00:00:00,871969440ffffff,32.0667188167572,80.20602763798632,3
7def0c30-1d54-11ed-960b-b351f0b0cc44,1706486480000,9.453742948,51.0,185.1914733,1.323633972,2.969347441,266.0,0.0,0.05,0.0,0.0,0.48,1030.261264,WS1000,Clear Shamrock Latitude,2024-01-29 00:01:32,871e09116ffffff,46.852267265319824,100.45310074111802,5
